title,abstract,journal,date,authors,doi,category,search_query,source
Identifying Early Presentation of Serotonin Syndrome in a 20-Year-Old Man Prescribed Clomipramine and Quetiapine: A Case Report.,"Serotonin syndrome can be challenging to diagnose due to its variable clinical presentation and multiple potential drug triggers. This may present from mild to fatal, with symptoms such as autonomic instability, altered mental status, and neuromuscular excitation often manifesting as hyperreflexia and clonus. We present a 20-year-old man with a past medical history of obsessive compulsive disorder (OCD) being treated with clomipramine 25 mg orally (PO) daily and quetiapine 100 mg PO daily, who arrived at the emergency department for agitation. He was found to be in sinus tachycardia with a heart rate (HR) around 140 beats per minute (bpm), with no medical or substance cause identified. He was medically stabilized, continued on his home medications, and transferred to the inpatient psychiatry unit. However, he again became tachycardic at 175 bpm, with muscle rigidity, tremor, agitation, and diaphoresis. The patient's HR stabilized following administration of lorazepam 2 mg intramuscular (IM) and metoprolol 5 mg intravenous (IV), but he remained rigid and diaphoretic for several more hours. The patient reported that he had taken clomipramine in excess prior to admission, so clomipramine was discontinued prior to discharge. In this case, muscle rigidity masked the hyperreflexia and myoclonus often used to diagnose serotonin syndrome, making it even more difficult to recognize. Additionally, collateral information about the patient's excessive use of clomipramine, a potent serotonergic tricyclic antidepressant (TCA), was not obtained early on. Few cases of mild and masked serotonin syndrome have been reported due to the difficulty in recognizing and quickly treating such cases. Cases of serotonin syndrome should continue to be reported in order to familiarize clinicians with the varied presentation.",Cureus,2025-10-20,"['VeronicaAlday', 'JustinScarano', 'Jonathan YYuh', 'ChristieRichardson']",10.7759/cureus.92487,related_disorders,obsessive compulsive disorder,pubmed
"Stress events, phenotypes, and duration of untreated illness in obsessive-compulsive disorder.","Existing data suggest that the duration of untreated illness (DUI) for OCD patients is notably prolonged. Only few studies have investigated whether clinical phenotypes differ in terms of latency to treatment. This study aims to investigate clinical characteristics associated with shorter or longer DUI in OCD patients.
A sample of 316 patients with OCD were consecutively recruited from two OCD Tertiary Clinics in Italy. ​​Sociodemographic and clinical variables were compared between two subgroups based on DUI: Short DUI (sDUI: <4 years) and Long DUI (lDUI: ≥4 years). In addition, multivariable models were performed to examine the independent association of stressful events at onset and sociodemographic factors with DUI.
The sDUI subgroup showed significantly higher rates of stress events at onset (40.8 % vs. 20.8 %, p<.05). Logistic regression confirmed that stressful events were independently associated with a lower likelihood of long DUI (OR = 0.41, 95 % CI 0.20-0.84, p = .016). Higher rates were observed in association with lDUI for obsessions of contamination (47.3 % vs. 29.8 %, p<.005), symmetry (27.4 % vs. 11.9 %, p<.001), somatic (20.5 % vs. 11.9 %, p<.05), and multiple obsessions (42.5 % vs 20.2 %, p<.005). Among the compulsion phenotypes, lDUI patients showed higher rates of compulsive cleaning (52.1 % vs. 35.7 %; p<.005), counting (13.7 % vs. 4.2 %, p<.005), hoarding (11.6 % vs. 5.3 %, p<.05), ordering (28.8 % vs. 15.5 %, p<.005), and repeating rituals (28.1 % vs. 15.5 %, p<.005).
Present findings highlight a significant association between DUI and specific clinical phenotypes in OCD patients. Higher rates of stress events at onset in patients with sDUI suggest that stress events may trigger earlier treatment seeking. These insights underscore the importance of early identification to reduce DUI, potentially improving long-term outcomes.",Psychiatry research,2025-10-20,"['NicolajaGirone', 'RodolfoLeuzzi', 'ChiaraBucca', 'BeatriceBenatti', 'MatteoPanfili', 'AnnalisaMaraone', 'MassimoPasquini', ""BernardoDell'Osso""]",10.1016/j.psychres.2025.116773,related_disorders,obsessive compulsive disorder,pubmed
Robot and AI applications in obsessive-compulsive disorder and related disorders: A bibliometric analysis of publications from 2010 to 2025.,"Recent advancements in robot and artificial intelligence (AI) applications show promise in mental health, particularly in treating obsessive-compulsive disorder (OCD) and related disorders. This study aims to analyze the landscape of publications regarding robot and AI applications in OCD and related disorders.
Data were sourced from the PubMed database, with bibliometric and visualization analyses conducted to evaluate sources, institutions, countries, high-impact literature, and keywords relevant to the field.
A total of 179 articles were retrieved, authored by 1403 contributors. The overall number of published articles has shown a consistent upward trend, with ""FRONTIERS IN PSYCHIATRY"" emerging as the leading journal by publication volume. The top three contributing countries were China, the United States, and the Netherlands. Notably, China's multi-country publication (MCP) rate was only around 6 %. Additionally, Chinese authors had limited representation in high-impact literature, with only 2 out of the top 10 high-impact articles and just 1 out of the top 10 most cited articles. High-frequency keywords identified included ""OCD"", ""Machine Learning"" and ""Artificial Intelligence"" with robot references notably absent.
Regardless of the increased publication output from China, there is a critical need to enhance research quality and promote greater international collaboration to fully leverage the potential benefits of robot and AI applications for treating OCD and related disorders.",Asian journal of psychiatry,2025-10-20,"['MingChen', 'HaozhangHuang', 'ShiqunChen', 'CailanHou']",10.1016/j.ajp.2025.104730,related_disorders,obsessive compulsive disorder,pubmed
[Schizo-obsessive disorder and report of two cases].,"In our study, we present two cases of schizophrenia and obsessive-compulsive disorder according to DSM-5 criteria. In both patients, obsessive-compulsive symptoms preceded the onset of psychotic symptoms and influenced the therapeutic response. Pathophysiological research suggests that in the case of schizophrenia, we can consider schizo-obsessive-compulsive disorder as a separate subtype. Proper diagnosis and differentiation is crucial, as both the interpretation of symptoms and the therapeutic response may differ significantly. Orv Hetil. 2025; 166(42): 1675–1680.
Tanulmányunkban két, a DSM-5 szerinti kritériumok alapján szkizofréniának és kényszerbetegségnek megfelelő esetet mutatunk be. A kényszeres tünetek mindkét betegnél megelőzték a pszichotikus tünetek kialakulását, és befolyásolták a terápiás választ. A patofiziológiai kutatások alapján feltételezhető, hogy a szkizofrénia esetében külön altípusként tekinthetünk a szkizoobszesszív zavarra. A megfelelő diagnózisalkotás és -differenciálás kulcsfontosságú, mivel mind a tünetek értelmezése, mind a terápiás válasz megítélése jelentősen eltérhet. Orv Hetil. 2025; 166(42): 1675–1680.",Orvosi hetilap,2025-10-19,"['TimeaCsulak', 'TamásTényi', 'RóbertHerold']",10.1556/650.2025.33377,related_disorders,obsessive compulsive disorder,pubmed
Impulsivity in obsessive-compulsive disorder: A systematic review and meta-analysis.,"There is an ongoing debate regarding the role of impulsivity in obsessive-compulsive disorder (OCD). Impulsivity is a complex multidimensional construct, generally defined as the tendency to act without forethought. OCD, in contrast, is associated with preoccupation with the consequences of one's actions, harm and risk avoidance, and was posited to lie on the opposite end of a proposed impulsive-compulsive continuum. The aim of the present study was to conduct a systematic review and meta-analysis of studies comparing OCD and non-clinical controls on self-report measures of impulsivity.
Twenty-seven studies were subjected to analyses (N
Results from the meta-analyses showed large effect sizes for the BIS attention subscale (g = 0.83; 95 % CI = 0.61-1.06), medium effect size for the nonplanning subscale (g = 0.41; 95 % CI = 0.29-0.53), and very small effect sizes for the motor subscale (g = 0.17; 95 % CI = 0.02-0.32). These results were complemented by a systematic review, where most studies found significantly elevated attention impulsivity in OCD compared to controls, whereas only a minority of studies reported significantly elevated motor impulsivity CONCLUSION: OCD is not associated with elevated trait-level impulsivity. Inflated total BIS scores frequently result from high Attentional Impulsivity scores on this measure. In addition, individuals with OCD tend to inflate self-reported impulsivity. A pathway toward resolution of the controversy surrounding impulsivity in OCD would be to differentiate between trait versus state impulsivity.",Journal of affective disorders,2025-10-18,"['AmitaiAbramovitch', 'Davide FaustoBorrelli', 'CristianCurran', 'ReuvenDar']",10.1016/j.jad.2025.120498,related_disorders,obsessive compulsive disorder,pubmed
Prevalence and predictors of depression and other mental health disorders in Brazilian adults with intellectual disabilities: a population-based secondary analysis.,"To investigate the occurrence of depression and mental health disorders other than depression among Brazilian people with intellectual disabilities, analysing data from a national household survey.
Cross-sectional epidemiological study using data from the 2019 National Health Survey (PNS).
Brazil, nationwide data collection in urban and rural private households.
272 499 individuals, among whom 1.2% (n=3198) reported intellectual disabilities.
Self-reported depression and mental health disorders other than depression (anxiety, panic, schizophrenia, bipolar disorder, psychosis or obsessive-compulsive disorder (OCD)), either isolated or comorbid.
Among people with intellectual disabilities, 43.2% reported at least one mental health disorder versus 13.7% without disabilities. In adults aged 0-59 years, intellectual disability was associated with higher odds of depression (adjusted OR (aOR) 3.25, 95% CI 1.76 to 6.00), mental health disorders other than depression (aOR 12.23, 95% CI 7.52 to 19.90) and depression associated with other mental health disorders (aOR 14.34, 95% CI 7.92 to 25.96). In older adults (≥60 years), risks also remained elevated: depression (aOR 1.71, 95% CI 1.04 to 2.79), mental health disorders other than depression (aOR 4.33, 95% CI 2.09 to 8.94) and depression associated with other mental health disorders (aOR 2.98, 95% CI 1.49 to 5.95). Women with intellectual disabilities were more likely to report depression and multimorbidity, while men more often reported non-depressive disorders. Poorer self-perceived health was consistently linked to worse outcomes across age groups.
Mental health disorders and their comorbidities are significantly more prevalent among people with intellectual disabilities in Brazil. These findings highlight the urgent need for inclusive, equitable and specialised mental healthcare policies.",BMJ open,2025-10-17,"['Gabriela ArantesWagner', 'Pedro Cesar LopesGerum', 'Luiz FMartins', 'Hugo Rafael SouzaSilva', 'MauricioLima', 'Fernando RibeiroDuraes', 'LucieneCovolan']",10.1136/bmjopen-2025-104089,related_disorders,obsessive compulsive disorder,pubmed
"Cingulate atrophy as a shared structural basis for cognitive and functional brain impairments in GAD, PD, and OCD: Links to shared gene expression and treatment implications.","Structural brain deficits associated with generalized anxiety disorder (GAD), panic disorder (PD), and obsessive-compulsive disorder (OCD) have been documented, but their integration within a unified framework remains unexplored. This study investigates, in anxiety and anxiety-related disorders, whether they share neurophysiological bases, whether structural changes (SCs) are linked to common genes, whether shared SCs co-occur with similar functional brain impairments, and whether brain morphometry can serve as biomarkers for diagnosis and treatment prediction.
Participants included 100 individuals with GAD, 58 with PD, 45 with OCD, and 85 healthy controls, all drug-free. Structural and resting-state functional magnetic resonance imaging scans and clinical assessments were conducted before and after 4 weeks of paroxetine monotherapy. Analyses included voxel-based and surface-based morphometry; functional connectivity (FC) and Granger causality analysis (GCA) with shared SCs as regions of interest; associations between clinical assessments and neuroimaging metrics; associations between gene expression profiles and SCs; and machine learning.
Cingulate atrophy (CA) emerged as a common SC, with disorder-specific atrophy in gray matter volume (GMV) and cortical surface. Transcriptome-neuroimaging correlations identified shared genetic associations with GMV alterations, with negatively correlated genes enriched in neurodevelopment and cellular growth regulation (ND-CGR). Cingulate GMV was positively correlated with cognitive performance in GAD and PD patients. FC and GCA showed CA disrupted networks governing emotional regulation and cognitive control, characterized by overactive top-down influence and reduced bottom-up feedback. Machine learning demonstrated strong performance in classification and treatment response prediction, with cingulate morphometry contributing significantly.
CA is a shared neural substrate in GAD, PD, and OCD, linked to genetic disruptions in ND-CGR, cognitive impairments, and functional brain deficits. Cingulate morphometry holds promise as a biomarker for diagnosis and treatment response in these conditions.",Journal of affective disorders,2025-10-17,"['HaohaoYan', 'YidingHan', 'XiaoxiaoShan', 'HuabingLi', 'FengLiu', 'PingLi', 'YongguiYuan', 'JingpingZhao', 'WenbinGuo']",10.1016/j.jad.2025.120449,related_disorders,obsessive compulsive disorder,pubmed
Perceptual decision making and metacognition in relation to obsessive-compulsive traits.,"Metacognition is one of the cognitive functions that is shown to be altered in obsessive-compulsive disorder (OCD). Studies focusing on metacognitive efficiency have demonstrated disrupted precision of confidence estimates in OCD. However, the data of those studies may have been contaminated by the overestimation of metacognitive efficiency resulting from the use of the staircase method. We used a two-alternative forced-choice task in which difficulty was held constant within each block but varied across blocks throughout the task. No feedback was given to the participants. We collected data from 161 healthy university students with varying degrees of tendencies of OCD symptoms. Contrary to the previous literature, participants with a higher obsessive-compulsive tendency had higher metacognitive efficiency. Applying the drift-diffusion modeling approach to the first-order decisions of participants revealed that participants with a higher obsessive-compulsive tendency had lower efficiency in integrating perceptual information and less cautious thresholds. Finally, we investigated post-error slowing and found that participants with a higher obsessive-compulsive tendency exhibited limited adaptation of responses to errors and low confidence levels. Overall, our results suggest that having a higher obsessive-compulsive tendency is associated with sufficient metacognitive capacity but also with limited utilization of the metacognitive information for behavioral adaptation.",Consciousness and cognition,2025-10-17,"['Anıl ŞafakKaçar', 'FuatBalcı']",10.1016/j.concog.2025.103944,related_disorders,obsessive compulsive disorder,pubmed
Assessment and treatment of obsessive compulsive disorder in veterans with PTSD: A qualitative descriptive study.,"The comorbidity of obsessive compulsive disorder (OCD) and posttraumatic stress disorder (PTSD) is common and leads to worse clinical and psychosocial outcomes than PTSD alone. Yet, OCD remains underdiagnosed and undertreated among veterans, a population with high rates of PTSD. This qualitative descriptive study aimed to understand Veterans Affairs providers' current practices for assessing and treating OCD in veterans with PTSD, as well as barriers to and needs for assessment and treatment. Twelve clinical psychologists were recruited to participate in semistructured interviews. The qualitative interview guide and analysis were informed by the consolidated framework for implementation research. Rapid, matrix, and team-based qualitative techniques were used to facilitate analysis. Psychologists across general mental health clinics (",Psychological services,2025-10-16,"['Gabriella TPonzini', 'YujungChoi', 'Susan AltonDailey', 'AbigailShapiro', 'Terri LFletcher', 'Patrick SCalhoun', 'Heather AKing']",10.1037/ser0000999,related_disorders,obsessive compulsive disorder,pubmed
"Synbiotic laden with Faecalibacterium prausnitzii, fructooligosaccharides, and galactooligosaccharides mitigates quinpirole-induced OCD-like symptoms in rats.","Obsessive-compulsive disorder (OCD) is a mental illness of unwanted recurrent thoughts and compulsive behaviors. The significance of the microbiota-gut-brain axis has been increasingly documented in the manifestation of neuropsychiatric disorders. Herein, we investigated the impact of synbiotic containing Faecalibacterium prausnitzii ATCC 27,766 (F. prausnitzii) and prebiotics [fructooligosaccharides (FOS) and galactooligosaccharides (GOS)] on quinpirole-induced OCD-like symptoms in rats. Repeated quinpirole injections led to compulsive- and anxiety-like behaviors, as rats showed reduced head-dipping behavior in the hole board test, increased marble burying and self-grooming behaviors, and decreased exploration of open areas during elevated plus maze testing. Treatment with Faecalibacterium prausnitzii combined with prebiotics (FOS and GOS) over a six-week period improved these behavioral alterations, reducing signs of repetitive, compulsive, and anxiety-related behaviors. Notably, neither open-field locomotion nor body weight showed significant differences between the experimental groups. In molecular studies, synbiotic treatment showed a reversal of elevated levels/mRNA expression of TNF-α and IL-6 in the frontal cortex and increased mRNA expression of tryptophan hydroxylase (TPH-1) in the colon of quinpirole-injected rats. The cohorts of rats received synbiotic treatment showed normalization of intestinal parameters, including fecal short-chain fatty acid concentrations (acetate, propionate, and butyrate), as well as improvements in intestinal morphology markers such as villi-crypt ratios, goblet cell populations, occludin and TPH1 expression in the colon. These findings highlight the potential benefits of synbiotic laden with F. prausnitzii and prebiotics (FOS + GOS) in alleviating quinpirole-induced OCD-like symptoms by reshaping animal gut-brain-axis mediators.",Metabolic brain disease,2025-10-16,"['Sonali RKamble', 'Km NehaSharma', 'Hara PrasadPadhy', 'Manoj PDandekar']",10.1007/s11011-025-01720-9,related_disorders,obsessive compulsive disorder,pubmed
"Suicidal ideation with and without intention to act: A transdiagnostic network analysis on the interplay between psychopathology, impulsivity, and childhood maltreatment.","Suicide represents a significant public health concern. Suicide prevention strategies are shifting toward transdiagnostic perspectives examining interrelated risk factors, but their interrelationships remain unclear. This study investigated relationships between psychopathological dimensions, impulsivity, and childhood maltreatment in individuals with suicidal ideation (SI), comparing those with versus without intention to act using network analysis.
Data were obtained from the Suicide Prevention and Intervention Study project. Participants were categorized into two groups based on their intention to act according to the Columbia Suicide Severity Rating Scale. Psychological symptoms, impulsivity traits, and childhood maltreatment were assessed. Network analysis was performed, and centrality measures were computed.
A total of 1,265 individuals were categorized into the SI without intention to act (
This study identifies symptom interaction patterns between individuals with SI without and with intention to act. Understanding these relationships may improve suicide risk assessment and inform personalized interventions, potentially reducing the transition from ideation to action. Trauma-focused approaches addressing emotional abuse may be especially relevant for individuals at high risk.",Psychological medicine,2025-10-16,"['MicheleDe Prisco', 'NataliaRoberto', 'JorgeAndreo-Jover', 'WalaAyad-Ahmed', 'M TeresaBobes-Bascarán', 'ManuelCanal-Rivero', 'IreneCanosa García', 'Ana IsabelCebrià Meca', 'BenedictoCrespo-Facorro', 'JavierCurto-Ramos', 'MarinaDiaz-Marsa', 'Alejandrode la Torre-Luque', 'MatildeElices', 'LuisJiménez-Treviño', 'AngelaPalao-Tarrero', 'Diego JPalao Vidal', 'AndrésPemau', 'Maria PurificacionLopez-Pena', 'MiguelRuiz Veguilla', 'Pilar AlejandraSáiz', 'ElizabethSuárez-Soto', 'PhilippeCourtet', 'EduardVieta', 'IriaGrande', 'VíctorPérez', 'NoneNone']",10.1017/S0033291725101670,related_disorders,obsessive compulsive disorder,pubmed
"Attitude, Literacy, and Social Stigma Toward Mental Illness Among Islamic Religious Leaders (Imams) in Bangladesh: A Cross-Sectional Study.","More than 90% of people in Bangladesh are Muslims and a good portion of persons with mental illness visit religious leaders in the country. Attitude, literacy, and stigma toward mental illness affect the referral of persons with mental illness to mental health systems.
We aimed to see attitudes, literacy, and social stigma toward mental illness among Islamic religious leaders in Bangladesh.
Data were collected for this cross-sectional study by a self-reporting semi-structured questionnaire from 358 Imams by convenience sampling from September 2024 to January 2025.
The mean age of the participants was 31.7 years. The majority of the participants were aged 30 years or younger (54.5%), were married (68.4%), maulanas (59.8%), and 8.1% had a history of psychiatric illness. Mental illness was perceived as highly biological, influenced by sinful acts and spiritual influence, and was poorly associated with external issues like jinn, evil eye, and black magic by the participants. A favorable scenario was noted while assessing the social stigma of mental illness, while persons with mental illness were considered dangerous. Participants correctly identified depression (92.5%), anxiety (90%), obsessive-compulsive disorder (83%), and Schizophrenia (88%).
This study revealed findings related to attitude, social stigma, and literacy among religious leaders in a Muslim-majority country. Studies assessing the association between these variables and referral patterns to mental health services are warranted to consider the findings in policymaking.",Brain and behavior,2025-10-16,"['S M YasirArafat', 'Md KhayrulIslam', 'Sanjida TanjinKhan', 'Md GolamKibria', 'BithikaMali']",10.1002/brb3.70998,related_disorders,obsessive compulsive disorder,pubmed
Sexuality and Related Disorders in OCD and Their Symptoms.,,Journal of clinical medicine,2025-10-16,"['Javier Ide la Iglesia-Larrad', 'Ramón KristoferGonzález-Bolaños', 'Isabel MaríaPeso Navarro', 'Rubénde Alarcón', 'Nerea MCasado-Espada', 'Ángel LMontejo']",10.3390/jcm14196819,related_disorders,obsessive compulsive disorder,pubmed
The imagery rescripting protocol for obsessive-compulsive disorder (ImRs-OCD): A decade of iterative refinement in treatment sequencing following ERP.,"Obsessive-Compulsive Disorder (OCD) is a debilitating psychological condition that remains resistant to treatment in a significant proportion of clients, even following completion of first-line psychological and pharmacological treatments. This paper describes a sequenced treatment protocol combining Exposure and Response Prevention (ERP) with Imagery Rescripting for OCD (ImRs-OCD) as an adjunctive intervention for individuals with treatment-resistant OCD. The ImRs-OCD protocol has undergone multiple rounds of refinement over the past 10 years through iterative protocol development, based on clinician and client feedback. We describe the evolution of the protocol, key adaptations for OCD, illustrative case examples, and preliminary evidence supporting its efficacy. A standardised 10-step ImRs-OCD protocol is presented, along with guidelines for implementation and a set of standard rescripting questions and handouts. This work aims to provide guidance to clinicians and to encourage further research into imagery rescripting as a comprehensive treatment approach for treatment-resistant OCD.",Behaviour research and therapy,2025-10-16,"['GayleMaloney', 'ArnoudArntz', 'ChristopherPittenger']",10.1016/j.brat.2025.104878,related_disorders,obsessive compulsive disorder,pubmed
An Examination of Impulsivity and Metacognitions in Adolescents with Body-Focused Repetitive Behavior Disorders.,"Trichotillomania (TTM), skin-picking disorder (SPD), and nail-biting (NB) are classified as Body-Focused Repetitive Disorders (BFRBDs), which share characteristics with both obsessive-compulsive and impulse control disorders. This study aimed to compare impulsivity, metacognitions, and clinical characteristics across BFRBDs. Ninety adolescents (aged 10-18 years) with BFRBDs and 40 healthy controls (HC) completed the Revised Children's Anxiety and Depression Scale-Child Version (RCADS-CV), the Metacognitions Questionnaire for Children and Adolescents (MCQ-CA), the Barratt Impulsiveness Scale-Brief (BIS-Brief), and the Pediatric Quality of Life Inventory (PedsQL). Symptom severity was assessed using disorder-specific measures. There were no significant age differences between the BFRBDs and HC groups. However, within the BFRBDs subgroups, adolescents with TTM and SPD were significantly older than those with NB (p = .028). Notably, despite being younger, the NB group exhibited the longest duration of BFRBDs symptoms (p < .001). The TTM group showed higher MCQ-CA total, positive beliefs about worry, and cognitive monitoring. In contrast, the SPD group had higher poor self-regulation scores (all p < .05). Symptom severity across BFRBDs was negatively associated with PedsQL total scores and positively associated with MCQ-CA total and RCADS-CV total scores (all p < .05). These findings suggest that while metacognitions are more prominent in TTM, impulsivity plays a greater role in SPD. Understanding the distinct contributions of impulsivity and metacognitions in BFRBDs may facilitate the development of targeted treatment approaches tailored to each behavior.",Child psychiatry and human development,2025-10-15,"['Hande GünalOkumuş', 'Makbule EsenÖksüzoğlu', 'Yusuf SelmanÇelik', 'Sema KoçYıldırım', 'MeryemKaşak']",10.1007/s10578-025-01923-2,related_disorders,obsessive compulsive disorder,pubmed
Obsessive trajectories in children and adolescents exposed to adverse events (coronavirus disease 2019: global crisis teaches).,"Adverse events (AEs), such as natural disasters, community violence and public health crises, impact global health and are associated with fear, anxiety and disorientation. AEs are related to both short-term and long-term mental health problems in children and adolescents. Particularly, research has shown a significantly higher prevalence of obsessive-compulsive disorder (OCD) in individuals with a history of trauma. This work aims to explore the obsessive-compulsive (OC) trajectories following an AE, considering the role played by individual vulnerability, anxiety and psychological consequences for children and adolescents. In this direction, Coronavirus Disease 2019 (COVID-19) pandemic has represented an ideal and unique AE of concomitant factors that can help to understand the obsessive trajectory. Our framework shows that intrusive flashbacks, following a traumatic experience, can turn into automatic intrusive thoughts that become persistent and emotionally intense, similar to obsessive reactions. Intrusive thoughts can evolve into obsessive patterns, leading to compulsive behaviors aimed at reducing discomfort. The nature of the traumatic event may influence the development of specific OC symptoms. Risk factors include individual vulnerability, such as developmental stage and emotional reactivity, which can exacerbate obsessive stress responses. Anxiety plays a key role, as increased stress can stimulate automatic intrusive thoughts and amplify OCD reactions, especially in younger individuals. Disruptions in daily life can further increase anxiety and maladaptive behaviors in children and adolescents, affecting psychological well-being. The psychological effects of AEs can continue well beyond the events themselves. It is necessary to monitor and support young people involved to prevent their development. Community and individual resources are essential to promote resilience following such events.",Frontiers in psychology,2025-10-15,"['FrancescoDemaria', 'MariaPontillo', 'IlariaBertoncini', 'StefanoVicari']",10.3389/fpsyg.2025.1623629,related_disorders,obsessive compulsive disorder,pubmed
Electrophysiological mechanism of executive function deficits in obsessive-compulsive disorder: An EEG microstates study.,"Executive dysfunction is a common feature in patients with obsessive-compulsive disorder (OCD), yet its underlying electrophysiological mechanisms remain incompletely understood. This study aimed to investigate the characteristics of Electroencephalography (EEG) microstates in patients with OCD while they performed executive-function tasks.
Eighty-five patients with OCD and 86 healthy controls (HC) completed the Task-Switching Paradigm, Stop-Signal Task, and N-back task, which assess shifting, inhibition, and working memory updating functions, respectively. EEG data were recorded and analyzed utilizing microstate and standardized low-resolution brain electromagnetic tomography (sLORETA) methods.
Patients with OCD exhibited impairments across all three executive function tasks. EEG microstate analysis revealed abnormal neural dynamics in the OCD group. Specifically, OCD patients showed a shorter duration of a frontal-parietal executive microstate and prolonged dominance of a precuneus-related microstate, reflecting altered large-scale network activity. Source localization further indicated decreased activation in parietal lobes and increased precuneus activation in OCD during shifting, overactivation of occipital-parietal regions but reduced frontal engagement during response inhibition, and reduced frontal-parietal activation during working memory updating.
OCD is associated with broad disruptions in executive functions, accompanied by aberrant spatiotemporal brain dynamics. Our findings indicate that patients' difficulties in shifting, inhibition, and updating are tightly linked to abnormal EEG microstate patterns and altered regional brain activations, highlighting the utility of high-temporal-resolution EEG measures in probing the neural mechanisms of OCD.",Journal of psychiatric research,2025-10-15,"['GangxuanYuan', 'YaqiLi', 'QihongChen', 'LiruQian', 'XingweiLuo', 'ChutingLi', 'MingtianZhong']",10.1016/j.jpsychires.2025.10.018,related_disorders,obsessive compulsive disorder,pubmed
Comparing Generative Artificial Intelligence and Mental Health Professionals for Clinical Decision-Making With Trauma-Exposed Populations: Vignette-Based Experimental Study.,"Trauma exposure is highly prevalent and associated with various health issues. However, health care professionals can exhibit trauma-related diagnostic overshadowing bias, leading to misdiagnosis and inadequate treatment of trauma-exposed populations. Generative artificial intelligence (GAI) models are increasingly used in health care contexts. No research has examined whether GAI demonstrates this bias in decision-making and how rates of this bias may compare to mental health professionals (MHPs).
This study aimed to assess trauma-related diagnostic overshadowing among frontier GAI models and compare evidence of trauma-related diagnostic overshadowing between frontier GAI models and MHPs.
MHPs (N=232; mean [SD] age 43.7 [15.95] years) completed an experimental paradigm consisting of 2 vignettes describing adults presenting with obsessive-compulsive symptoms or substance abuse symptoms. One vignette included a trauma exposure history (ie, sexual trauma or physical trauma), and one vignette did not include a trauma exposure history. Participants answered questions about their preferences for diagnosis and treatment options for clients within the vignettes. GAI models (eg, Gemini 1.5 Flash, ChatGPT-4o mini, Claude Sonnet, and Meta Llama 3) completed the same experimental paradigm, with each block being reviewed by each GAI model 20 times. Mann-Whitney U tests and chi-square analyses were used to assess diagnostic and treatment decision-making across vignette factors and respondents.
GAI models, similar to MHPs, demonstrated some evidence of trauma-related diagnostic overshadowing bias, particularly in Likert-based ratings of posttraumatic stress disorder diagnosis and treatment when sexual trauma was present (P<.001). However, GAI models generally exhibited significantly less bias than MHPs across both Likert and forced-choice clinical decision tasks. Compared to MHPs, GAI models assigned higher ratings for the target diagnosis and treatment in obsessive-compulsive disorder vignettes (rb=0.43-0.63; P<.001) and for the target treatment in substance use disorder vignettes (rb=0.57; P<.001) when trauma was present. In forced-choice tasks, GAI models were significantly more accurate than MHPs in selecting the correct diagnosis and treatment for obsessive-compulsive disorder vignettes (χ²1=48.84-61.07; P<.001) and for substance use disorder vignettes involving sexual trauma (χ²1=15.17-101.61; P<.001).
GAI models demonstrate some evidence of trauma-related diagnostic overshadowing bias, yet the degree of bias varied by task and model. Moreover, GAI models generally demonstrated less bias than MHPs in this experimental paradigm. These findings highlight the importance of understanding GAI biases in mental health care. More research into bias reduction strategies and responsible implementation of GAI models in mental health care is needed.",JMIR mental health,2025-10-14,"['Katherine EWislocki', 'SabahatSami', 'GahlLiberzon', 'Alyson KZalta']",10.2196/80801,related_disorders,obsessive compulsive disorder,pubmed
