title,abstract,journal,date,authors,doi,category,search_query,source
"VAE deep learning model with domain adaptation, transfer learning and harmonization for diagnostic classification from multi-site neuroimaging data.","In large public multi-site fMRI datasets, the sample characteristics, data acquisition methods, and MRI scanner models vary across sites and datasets. This non-neural variability obscures neural differences between groups and leads to poor machine learning based diagnostic classification of neurodevelopmental conditions. This could be potentially addressed by domain adaptation, which aims to improve classification performance in a given target domain by utilizing the knowledge learned from a different source domain by making data distributions of the two domains as similar as possible. In order to demonstrate the utility of domain adaptation for multi-site fMRI data, this research developed a variational autoencoder-maximum mean discrepancy (VAE-MMD) deep learning model for three-way diagnostic classification: (i) Autism, (ii) Asperger's syndrome, and (iii) typically developing controls. This study chooses ABIDE-II (Autism Brain Imaging Data Exchange) dataset as the target domain and ABIDE-I as the source domain. The results show that domain adaptation from ABIDE-I to ABIDE-II provides superior test accuracy of ABIDE-II compared to just using ABIDE-II for classification. Further, augmenting the source domain with additional healthy control subjects from Healthy Brain Network (HBN) and Amsterdam Open MRI Collection (AOMIC) datasets enables transfer learning and improves ABIDE-II classification performance. Finally, a comparison with statistical data harmonization techniques, such as ComBat, reveals that domain adaptation using VAE-MMD achieves comparable performance, and incorporating transfer learning (TL) with additional healthy control data substantially improves classification accuracy beyond that achieved by statistical methods (such as ComBat) alone. The dataset and the model used in this study are publicly available. The neuroimaging community can explore the possibility of further improving the model by utilizing the ever-increasing amount of healthy control fMRI data in the public domain.",Frontiers in neuroinformatics,2025-09-29,"['GopikrishnaDeshpande', 'BonianLu', 'NguyenHuynh', 'DRangaprakash']",10.3389/fninf.2025.1553035,asd,asperger syndrome,pubmed
Dealing with Autism Spectrum Disorders: Journey from Traditional Methods to Artificial Intelligence.,"World Health Organisation (WHO) in 2024 identified that approximately one in 100 children globally has autism spectrum disorder (ASD). ASD is a collection of neurodevelopmental disorders that impact a person's ability to socially interact and communicate, which can typically be noticed in early childhood. While 'autism' as a term was initially used for schizophrenic patients, later psychiatrists Dr. Kanner and paediatrician Dr. Asperger introduced it as a syndrome in children with behavioural differences in social interaction and communication with restrictive and repetitive interests. In today's time, the umbrella term 'ASDs' is used to describe a clinically heterogeneous group of neurodevelopmental disorders (NDDs).
To examine the role of traditional approaches and the potential effectiveness of artificial intelligence (AI) methods in dealing with ASDs for improving the accuracy in its diagnosis and treatment.
The study adopts a narrative review approach to understand the application of AI in ASD. For this purpose, around a hundred research articles were selected from the years 2010-2024. Inclusion and exclusion criteria were identified. The review is organised and grounded on the medical treatment, occupational remedy, vocational remedy, psychology, family remedy and recuperation engineering.
The results show the undisputed role of AI and its ability to identify early indicators of autism, in accordance with the UN Sustainable Development Goal 3 (Good Health and Well-being) and Goal 16 (Peace, Justice and Strong Institutions). Further, healthcare sectors which are using a variety of AI analyses on data sources, genetics, neuroimaging, behavioural patterns and electronic medical records are able to early detect for individualised evaluation of ASD. The significance of timely interventions with the help of machine learning (ML) algorithms demonstrates high accuracy in differentiating ASD from neurotypical development and other developmental disorders.AI-driven therapeutic interventions expand social interactions and communication skills in people with ASD in the form of virtual reality-based training, augmentative communication systems and robot-assisted therapies. Thus, the future of AI in ASD holds promise for improving diagnostic accuracy, implementing telehealth platforms and customising treatment plans, despite obstacles such as data privacy and interpretability.",Annals of neurosciences,2025-09-11,['AnjaliSahai'],10.1177/09727531251369286,asd,asperger syndrome,pubmed
Argyrophilic grain disease: epidemiology and association with cognitive decline and parkinsonism.,"Argyrophilic grain disease is an age-related disorder characterized by the presence of argyrophilic grains. Argyrophilic grain disease has a sequential distribution pattern that begins in the ambient gyrus (Saito Stage I), spreads to the medial temporal lobe (Saito Stage II) and reaches the basal forebrain and cingulate gyrus (Saito Stage III). A strong association with cognitive decline, especially in cases of Saito Stage III argyrophilic grain disease, has also been reported. The main clinical feature includes cognitive decline characterized by memory disturbance, although conflicting results have been reported. Recent studies suggest an association with parkinsonism. To clarify the association between argyrophilic grain disease, cognitive decline and parkinsonism, we performed a clinicopathological study using the Brain Bank for Aging Research autopsy cohort in Japan. Approximately half (227) of the 452 consecutive autopsy cases had argyrophilic grain disease, and the frequency and stage of argyrophilic grain disease increased with age. Among the argyrophilic grain disease cases, 20 were demented without any comorbid pathology responsible for it, a condition referred to as dementia with grains. Furthermore, 6 of the 20 dementia with grains cases presented with parkinsonism, particularly postural instability, in addition to memory disturbance. Dementia with grains cases with parkinsonism had significantly more argyrophilic grains in the substantia nigra than those without parkinsonism and showed significantly decreased anti-dopamine transporter immunoreactivity in the putamen compared to control cases. Given these findings, argyrophilic grain disease is strongly associated with cognitive decline, especially in Saito Stage III cases, and parkinsonism is a new common clinical presentation. The extension of argyrophilic grain disease pathology to the nigrostriatal system may contribute to the development of parkinsonism.",Brain communications,2025-10-15,"['AkiraArakawa', 'TomoyasuMatsubara', 'AyakoShioya', 'ManatoHara', 'YukoHiroyoshi', 'MasanoriKurihara', 'SatoruMorimoto', 'TakayukiKato', 'ManaHigashihara', 'RenpeiSengoku', 'MasashiKameyama', 'KazutomiKanemaru', 'Aya MTokumaru', 'TomioArai', 'NorikazuHara', 'AkinoriMiyashita', 'TakeshiIkeuchi', 'AiriTarutani', 'MasatoHasegawa', 'AtsushiIwata', 'TatsushiToda', 'ShigeoMurayama', 'YukoSaito']",10.1093/braincomms/fcaf352,neurochemistry,dopamine neurodevelopmental,pubmed
Competitive blockade of NKCC1 by potassium suppresses thallium bioaccumulation and neurotoxicity in zebrafish: Implications for aquatic toxicity.,"Thallium (Tl), a highly toxic heavy metal, poses serious toxicological concerns to aquatic ecosystems, mainly due to its detrimental effects on neural and developmental processes in aquatic organisms. Given the chemical and ionic similarities between monovalent Tl",The Science of the total environment,2025-10-09,"['JianLiu', 'XinLi', 'YiwenZhu', 'HengyuGui', 'KangLuo', 'HongweiLiang', 'AiGuan', 'WeizhenLiu', 'HongyuZhou', 'ZhangLin', 'BingYan']",10.1016/j.scitotenv.2025.180654,neurochemistry,dopamine neurodevelopmental,pubmed
Dopamine in Tourette syndrome: a 30-year bibliometric analysis of hotspot evolution.,"Tourette syndrome (TS), a neurodevelopmental disorder, requires attention to the physical and psychological impacts of tics and associated comorbidities. Researchers are making efforts to clarify the pathophysiology of TS and develop effective treatments amidst its rising global prevalence. This study aimed to retrieve publications discussing TS in the context of the dopaminergic system from 1994 to 2023, summarize previous research, and analyze the general information and hotspots to provide references for future research and clinical applications.
Literature was filtered from the Web of Science Core Collection. Excel, CiteSpace, VOSviewer, and Scimago Graphica were used to analyze and visualize the results.
A total of 482 related publications were included in the study. The United States has consistently led in research output, and Yale University demonstrates excellence in workload, impact, and collaboration. Harvey S. Singer has the highest number of publications. The hotspots include comorbidities, dopaminergic Components, candidate genes, and deep brain stimulation.
The analysis reveals that the understanding of TS is gradually evolving towards neuronal and genetic mechanisms. Concurrently, deep brain stimulation is being investigated as a treatment for refractory TS. These findings suggest a need for more in-depth research to produce higher-level evidence.",Frontiers in neurology,2025-10-03,"['QianLiu', 'ZhiyaoZhu', 'FeiLuo', 'YaliDing', 'YuanyuanWang', 'ChangjiangZhao', 'BinYuan']",10.3389/fneur.2025.1589842,neurochemistry,dopamine neurodevelopmental,pubmed
Effects and mechanisms of vitamins A and D on behavior associated with Tourette syndrome in rats.,"Tourette syndrome (TS) is a complex neurodevelopmental disorder involving genetic, neurotransmission, immune, and gut-brain axis mechanisms that cause persistent motor and vocal tics. Current treatments mainly include drugs (for example, neuroleptics), but the treatment strategies are often unsatisfactory. Retinoic acid, derived from vitamin A, plays a role in TS, as children with this condition often exhibit reduced serum levels of retinoic acid and 25-hydroxyvitamin D. Supplementing with either nutrient has been shown to alleviate tic severity and frequency. In this study, we aim to explore the therapeutic effects and possible mechanisms of vitamins A and D in TS.
3,3-Iminodipropionitrile (IDPN) was used to induce acute TS-like symptoms in rats via striatal dopamine dysregulation. Then vitamins A (3 mg/kg/d) and D (10ug/kg/d) were continuously administered by gavage for 8 weeks. Stereotyped and head twitching behavior tests were then performed. High-performance liquid chromatography was used to determine serum levels of 25-OH-D3, calcium, phosphorus, and alkaline phosphatase in rats. The composition of intestinal flora was analyzed using 16S rRNA gene sequencing, and striatum metabolites were detected by untargeted metabolomics.
The experimental results showed that the tic phenotype of TS rats was significantly relieved after 8 weeks of vitamin A and D treatment (
This study shows that vitamin A and D supplementation can significantly alleviate the tic phenotype of TS rats, which demonstrates an association between vitamin A/D-induced gut flora alterations and neurotransmitter changes. Further research is needed to establish direct causal relationships in the gut-brain axis pathway.",Frontiers in nutrition,2025-10-01,"['Li-NaLi', 'YingXu', 'Xiang-JunHe', 'Wen-XinZhang', 'Hui-FengZhang', 'LiSong', 'Hai-ShuiShi', 'Xiao-YuTian', 'XueYan']",10.3389/fnut.2025.1561693,neurochemistry,dopamine neurodevelopmental,pubmed
From Pharmacological Treatment to Neuromodulation: A Comprehensive Approach to Managing Gilles de la Tourette Syndrome.,"Gilles de la Tourette syndrome (GTS) is a neurodevelopmental disorder characterized by motor and phonic tics, often including attention deficit, hyperactivity, and obsessive-compulsive behaviours. The pathophysiology involves the dysfunction of cortico-striato-thalamo-cortical circuits, primarily implicating dopaminergic hyperactivity, but also involving multiple different neurotransmitter systems. Treatment of GTS is complex, highly individualized, and influenced by considerable variability in symptom presentation. Behavioural approaches, such as Habit Reversal Therapy (HRT), play a key role, especially in milder cases. Pharmacological therapy is largely empirical and varies across countries, influenced by drug availability and the perceived risks of certain classes of drugs, particularly dopamine receptor blocking agents. Drug options for managing tics include dopamine receptor antagonists, monoamine depleting agents, and alpha-2 agonists, all of which require close monitoring for metabolic, cardiovascular, and neurological side effects. Botulinum toxin injections represent an effective solution for focal tics that are resistant to systemic treatments. Cannabinoids and antiepileptics have limited efficacy, yet they may still offer relevant therapeutic potential in selected cases. Serotonergic drugs are useful for treating obsessive-compulsive symptoms. For patients with refractory tics, deep brain stimulation (DBS) represents an intervention of last-resort; however, DBS remains off-label and consensus on optimal targets is lacking. This narrative review draws on both the relevant literature and extensive personal clinical experience to explore the complexities of managing GTS, with a focus on evidence-based treatments for tics and associated neuropsychiatric symptoms. A therapeutic algorithm is proposed, emphasizing a ""start low, go slow"" approach, combining pharmacological interventions with cognitive behavioural and surgical therapies, when needed. We underscore the importance of tailoring treatments to individual patient profiles and symptom variability over time, highlighting the need for further research in GTS management.",International journal of molecular sciences,2025-09-27,"['EdoardoMonfrini', 'ChristianSaleh', 'DomenicoServello', 'PhillipJaszczuk', 'MauroPorta']",10.3390/ijms26188831,neurochemistry,dopamine neurodevelopmental,pubmed
Gut Microbiota and Neurodevelopment in Preterm Infants: Mechanistic Insights and Prospects for Clinical Translation.,"Preterm birth remains a significant global health challenge and is strongly associated with heightened risks of long-term neurodevelopmental impairments, including cognitive delays, behavioural disorders, and emotional dysregulation. In recent years, accumulating evidence has underscored the critical role of the gut microbiota in early brain development through the gut-brain axis. In preterm infants, microbial colonisation is frequently delayed or disrupted due to caesarean delivery, perinatal antibiotic exposure, formula feeding, and prolonged stays in neonatal intensive care units (NICUs), all of which contribute to gut dysbiosis during critical periods of neurodevelopment. This review synthesises current knowledge on the sources, temporal patterns, and determinants of gut microbiota colonisation in preterm infants. This review focuses on the gut bacteriome and uses faecal-sample bacteriome sequencing as its primary method of characterisation. We detail five mechanistic pathways that link microbial disturbances to adverse neurodevelopmental outcomes: immune activation and white matter injury, short-chain fatty acids (SCFAs)-mediated neuroprotection, tryptophan-serotonin metabolic signalling, hypothalamic-pituitary-adrenal (HPA) axis modulation, and the integrity of intestinal and blood-brain barriers (BBB). We also critically examine emerging microbiota-targeted interventions-including probiotics, prebiotics, human milk oligosaccharides (HMOs), antibiotic stewardship strategies, skin-to-skin contact (SSC), and faecal microbiota transplantation (FMT)-focusing on their mechanisms of action, translational potential, and associated ethical concerns. Finally, we identify key research gaps, including the scarcity of longitudinal studies, limited functional modelling, and the absence of standardised protocols across clinical settings. A comprehensive understanding of microbial-neurodevelopmental interactions may provide a foundation for the development of targeted, timing-sensitive, and ethically sound interventions aimed at improving neurodevelopmental outcomes in this vulnerable population.",Microorganisms,2025-09-27,"['KunDai', 'LingliDing', 'XiaomengYang', 'SuqingWang', 'ZhihuiRong']",10.3390/microorganisms13092213,neurochemistry,serotonin neurodevelopmental,pubmed
Gut Microbiota in Psychiatric and Neurological Disorders: Current Insights and Therapeutic Implications.,"Recent studies increasingly highlight the complex interaction between gut microbiota and mental health, drawing attention to the role of the microbiota-gut-brain axis (MGBA) in the pathophysiology of mental and neurodevelopmental disorders. Changes in the composition of the gut microbiota-dysbiosis-are associated with conditions such as depression, schizophrenia, bipolar disorder (BD), autism spectrum disorders (ASD), attention deficit hyperactivity disorder (ADHD), and neurodegenerative diseases such as Parkinson's and Alzheimer's. These microbial imbalances can affect brain function through a variety of mechanisms, including activation of the immune system, alteration of intestinal permeability, modulation of the digestive and central nervous systems, and changes in the production of neuroactive metabolites such as short-chain fatty acids, serotonin, and tryptophan derivatives. The aim of this paper is to review the current state of knowledge on therapeutic strategies targeting the gut microbiome-including probiotics, prebiotics, synbiotics, personalized dietary interventions, and fecal microbiota transplantation (FMT)-which are becoming promising adjuncts or alternatives to conventional psychopharmacology, offering a forward-looking and individualized approach to mental health treatment. Understanding the bidirectional and multifactorial nature of MGBA may pave the way for new, integrative treatment paradigms in psychiatry and neurology, requiring further research and exploration of their scope of application.",Biomedicines,2025-09-27,"['MartaDziedziak', 'AgataMytych', 'Hubert PawełSzyller', 'MariaLasocka', 'GabrielaAugustynowicz', 'JoannaSzydziak', 'AleksandraHrapkowicz', 'MaciejDyda', 'JoannaBraksator', 'TomaszPytrus']",10.3390/biomedicines13092104,neurochemistry,serotonin neurodevelopmental,pubmed
Short-term effects of sertraline against depressive-like behaviors in a rat model of neonatal hypoxic encephalopathy.,"Hypoxic encephalopathy of the newborn is associated with long-term neurodevelopmental behavioral deficits that lack a definitive ""optimal"" treatment approach. We previously demonstrated that periadolescent depressive-like behaviors occur in a rat model of early-life hypoxia. Here, we investigated the short-term effects of the selective serotonin reuptake inhibitor, sertraline, against later-life behavioral deficits. Rats were exposed to global hypoxia at postnatal day 10 (P10) and then received either sertraline or its vehicle (P24 to P30). Normoxic controls received sertraline or its vehicle. Depressive-like and anxiety-like behaviors were assessed using the forced swim test (FST) and open field test (OFT), respectively. The FST was conducted at P25-26 and the OFT at P27. Rats were sacrificed at P30 to assess hippocampal microRNA (miR) expression and to histologically evaluate hippocampal neuronal densities and synaptophysin (Syp) protein levels. Early-life hypoxic seizures resulted in increased immobility in the FST (p < 0.05) and decreased exploration in the OFT (p < 0.05). Hypoxia also resulted in chronic alterations in the expression of 25 miRs, 22 of which are known to modulate inflammatory responses and synaptic function. Sertraline treatment normalized hypoxia-induced increased immobility and reversed 17 out of 25 alterations in miR expression. However, sertraline potentiated hypoxia-induced exploratory deficits (p < 0.05). The drug treatment also resulted in OFT deficits in controls (p < 0.05) and 13 unique dysregulations in miR expression. Neuronal densities and Syp levels were comparable among all groups. We demonstrate that sertraline reverses hypoxia-induced depressive-like behaviors, possibly by targeting inflammation and synaptic remodeling. Sertraline-induced anxiety-like behaviors may reflect its known transient early side effects and warrant further research on long-term outcomes.",Neuroscience letters,2025-09-27,"['Marie-MichèleSerghani', 'SondosKassem-Moussa', 'RawanMakki', 'AbdallahKurdi', 'MarawanElbaset', 'HeleneHajjar', 'Reem ElJammal', 'Gabriel TFlath-Everhard', 'IshaanPrasad', 'AssaadEid', 'AidaHabib', 'EvaHamade', 'Fletcher AWhite', 'BassamBadran', 'MakramObeid']",10.1016/j.neulet.2025.138392,neurochemistry,serotonin neurodevelopmental,pubmed
The antidepressant venlafaxine induces upregulation of miR-92 and histological alterations in a chicken embryo model.,"Antidepressants are commonly prescribed for treating anxiety disorders and depression, including pregnant patients. These medications influence the absorption and metabolism of key neurotransmitters such as serotonin, norepinephrine, and dopamine. However, many aspects of antidepressant function remain unclear, especially regarding their impact on neurodevelopment when used during pregnancy. To explore this, we employed a 3R-friendly chicken embryo model to investigate the cellular and molecular implications of antidepressants use. We focused on commonly used antidepressants for the study: escitalopram, which is a selective serotonin reuptake inhibitor; and venlafaxine, a serotonin and noradrenaline reuptake inhibitor, both of which are frequently prescribed during pregnancy. Drug distribution analysis showed that both antidepressant drugs reached clinical concentrations in the brain of developing chicken embryos and persisted for several hours. High-throughput miRNA-sequencing showed that venlafaxine upregulated 13 different miRNAs in the chicken cerebellum. Specifically, miR-92 and its human ortholog, miR-363, were significantly upregulated in chicken cerebellum and neuronally differentiated human SH-SY5Y cells, respectively. Neurite metrics showed a significant reduction in neurite outgrowth with venlafaxine, but not with escitalopram. Furthermore, venlafaxine caused histological alterations, such as increased white matter and reduced thickness of the cortical and molecular layer in the cerebellum. Both drugs reduced the thickness of the external granular layer and the number of mitotic events, impacting this crucial germinal zone of the brain. These findings highlight distinct neurodevelopmental effects of escitalopram and venlafaxine and raise awareness for potential adverse neurological effects in offspring exposed to antidepressants in utero.",Neurochemistry international,2025-09-23,"['OykumKaplan-Arabaci', 'DenisZosen', 'DianaDomanska', 'SigridBjørnstad', 'SimoneSantini', 'UmutKaraca', 'Jasmin AndreaHaeckel', 'KristineDolva', 'ZuzanaDančišinová', 'FredHaugen', 'Jannike MørchAndersen', 'Ragnhild ElisabethPaulsen']",10.1016/j.neuint.2025.106056,neurochemistry,serotonin neurodevelopmental,pubmed
Neurometabolic profiles of autism spectrum disorder patients with genetic variants in specific neurotransmission and synaptic genes.,"Autism Spectrum Disorder (ASD) is a neurodevelopmental condition characterized by impaired social interaction, and restricted and repetitive patterns of behavior. ASD presents as a clinical spectrum, with variable levels of severity and multiple co-occurring conditions. The etiology of ASD may involve hundreds of genes and there is evidence that neurotransmitter and synaptic (NS) pathways are implicated. Proton Magnetic Resonance Spectroscopy (",Scientific reports,2025-10-18,"['JoanaVilela', 'Andreia CPereira', 'Inês RViolante', 'SusanaMouga', 'CéliaRasga', 'João XavierSantos', 'HugoMartiniano', 'Ana RitaMarques', 'GuiomarOliveira', 'MiguelCastelo-Branco', 'Astrid MouraVicente']",10.1038/s41598-025-20090-x,neurochemistry,neurotransmitter neurodevelopmental,pubmed
Valproate-Induced Autism and Sexual Hormone Disturbances: A Literature Review and Hypotheses.,"Autism spectrum disorders (ASD) are neurodevelopmental disorders whose aetiology remains obscure. Multiple human and animal studies have shown that prenatal exposure to valproate increases the risk of ASD in children. Although the mechanisms implicated are still poorly understood, several hypotheses have been put forward; one being that the alteration of the prenatal hormonal milieu could be involved. Indeed, hormone disruption was observed in women with epilepsy or bipolar disorder treated with valproate with an increased risk of experiencing hyperandrogenism or an androgen-associated pathology such as polycystic ovary syndrome (PCOS) or diabetes. This could be explained by an inhibition of aromatase, the enzyme responsible for the aromatisation of androgens into oestrogens. Hormone disruption could impair neurodevelopment through the involvement of the orphan retinoic acid receptor alpha (RORA), a nuclear receptor whose expression is regulated by dihydrotestosterone (DHT) as well as estradiol, and whose transcriptional targets are implicated in ASD. Moreover, neuroestradiol is a key regulator of neurodevelopment and the effects of its disruption seem to overlap with the consequences of prenatal exposition to valproate. Finally, the onset of autism seems to be more frequent when pregnancies were affected by conditions hormonal disturbances such as obesity, diabetes, pre eclampsia or prematurity. This provides a better understanding of valproate-induced autism patterns and opens up new avenues of research to better understand the development of this disorder.",Neurochemical research,2025-10-16,"['GuillaumeNicolet', 'NicolaMarchi', 'JuliePerroy', 'HugoPeyre', 'AmariaBaghdadli', 'Marie-ChristinePicot']",10.1007/s11064-025-04582-w,neurochemistry,neurotransmitter neurodevelopmental,pubmed
Pregnancy and Caffeine Metabolism: Updated Insights and Implications for Maternal-Fetal Health.,"Caffeine is one of the most widely consumed psychoactive substances globally and is a common component of daily diets, particularly among women of reproductive age. Numerous in vitro and in vivo studies have indicated potential adverse effects of prenatal caffeine exposure, including disturbances in fetal growth, metabolic dysregulation, organ malformations, and neurodevelopmental alterations. These findings suggest that caffeine may influence multiple physiological pathways during gestation, including epigenetic modifications and metabolic programming. However, evidence from human studies remains heterogeneous and often inconclusive. Recent cohort studies and meta-analyses have reported that moderate maternal caffeine intake is not significantly associated with increased risks of gestational diabetes mellitus, gestational hypertension, or preeclampsia, although higher intake levels have been linked to anemia, preterm birth, and low birth weight in some populations. Furthermore, emerging data suggest potential associations between prenatal caffeine exposure and early neurodevelopmental outcomes, including behavioral changes, subtle structural brain differences, and alterations in offspring metabolic health and obesity risk. Despite these findings, the magnitude and clinical relevance of these effects remain uncertain, partly due to variability in caffeine sources, dosages, study designs, and reliance on self-reported intake. This review aims to synthesize current evidence on maternal caffeine consumption, its impact on pregnancy complications, fetal development, and long-term child health outcomes. By integrating experimental and clinical data, the study provides a comprehensive overview that may assist clinicians and healthcare professionals in counseling pregnant women regarding caffeine intake and potential risks.",Nutrients,2025-10-16,"['Katarzyna MariaStruniewicz', 'Magdalena MariaPtaszek', 'Alicja MariannaZiółkowska', 'AnetaNitsch-Osuch', 'AleksandraKozłowska']",10.3390/nu17193173,neurochemistry,neurotransmitter neurodevelopmental,pubmed
"The Etiological Role of Impaired Neurogenesis in Schizophrenia: Interactions with Inflammatory, Microbiome and Hormonal Signaling.","Schizophrenia is a prevailing yet severely debilitating psychiatric disorder characterized by a convoluted etiology. Although antipsychotics have been available for over half a century, they primarily mitigate symptoms rather than providing definitive care. This limitation suggests that the neurotransmitter systems targeted by these medications are not the root cause of the disorder. Ongoing research seeks to elucidate the cellular, molecular, and circuitry pathways that contribute to the development of schizophrenia. Unfortunately, its precise pathogenesis remains incompletely understood. Accumulating evidence implicates dysregulated neurogenesis and aberrant neurodevelopmental processes as key contributors to disease progression. Recent advances in proteomics and imaging technology have facilitated the emergence of novel models of schizophrenia, emphasizing the roles of neuroinflammation, sex steroids, and cortisol. This paper aims to organize and map the intercorrelations and potential causal effects between various mechanistic models to gain deeper insight on how these mechanisms contribute to the cause, risks, and symptoms of the disorder. Furthermore, we discuss the potential therapeutic strategies that target these pathological pathways. Elucidating these mechanisms may ultimately advance our understanding of schizophrenia's etiological foundations and guide the development of curative interventions.",International journal of molecular sciences,2025-10-16,"['Miu Tsz-WaiSo', 'AtaUllah', 'AbdulWaris', 'Fahad AAlhumaydhi']",10.3390/ijms26199814,neurochemistry,neurotransmitter neurodevelopmental,pubmed
The Role of GABA Pathway Components in Pathogenesis of Neurodevelopmental Disorders.,"γ-aminobutyric acid (GABA), the primary inhibitory neurotransmitter in the central nervous system (CNS), regulates neuronal excitability, synaptic plasticity, and oscillatory activity essential for cognition, emotion, and behavior. Disruptions in GABAergic signaling are increasingly recognized as key contributors to a range of neurodevelopmental disorders (NDDs), including schizophrenia (SZ), autism spectrum disorder (ASD), major depressive disorder (MDD), bipolar disorder (BD), and intellectual disability (ID). In this review, we analyze the data available from the literature concerning the components of the GABA pathway. We describe the main steps of GABA metabolism, including GABA synthesis and release, GABA receptors neurotransmission, GABA reuptake and catabolism, and evaluate their involvement in the pathogenesis of neurodevelopmental disorders. We suggest the possibility of existence of so far undescribed mechanisms which maintain the concentrations of GABA at a relatively physiological level when the function of glutamic acid decarboxylases is compromised by mutations. Searching for these mechanisms could be important for better understanding neurodevelopment and could give a clue for future searches for new therapeutic approaches for treating or alleviating the symptoms of BD and SZ. We also argue that the metabolic stage of the GABA pathway has only a minor direct effect on GABA signaling and rather causes clinical effects due to accumulation of neurotoxic byproducts.",International journal of molecular sciences,2025-10-16,"['Ekaterina VMarilovtseva', 'AmalAbdurazakov', 'Artemiy OKurishev', 'Vera AMikhailova', 'Vera EGolimbet']",10.3390/ijms26199492,neurochemistry,neurotransmitter neurodevelopmental,pubmed
Association between total hydrocortisone dose and neurodevelopmental outcome at 3 years old in newborns under 28 weeks of gestation.,"Ventilated very-low-birth-weight infants (VLBWIs) frequently receive hydrocortisone (HDC). The HDC dose increases in more serious cases, but the association between the actual HDC dose and neurodevelopmental outcomes is unclear.
A total of 274 VLBWIs were divided into four groups according to the total HDC dose: zero (0 mg/kg), low (1-25 mg/kg), moderate (25-75 mg/kg), high (>75 mg/kg). The developmental quotient (DQ) in each group were compared. Using simple and multiple linear regression analyses, we evaluated the presence of a significant relationship between total DQ and total HDC dose in 274 and 153 VLBWIs receiving HDC therapy. In addition, the association between HDC therapy and the total DQ was investigated in 274 VLBWIs.
The total DQ in the zero group was significantly higher than that in the moderate and high groups but equivalent to that in the low group. Despite a significant association between total DQ and total HDC dose in the single linear regression analysis, no significant association was found between total DQ and total HDC dose in 274 VLBWIs (p = 0.07) and 153 VLBWIs receiving HDC (p = 0.18) using a multiple linear regression analysis, after adjusting for the days of artificial ventilation, gestational age, and the onset of late-stage circulatory collapse. No significant association was observed between total DQ and HDC therapy (p = 0.58).
HDC therapy during NICU admission may not have a significant effect on total DQ at three years old in VLBWIs.",Brain & development,2025-10-01,"['ToshimitsuTakayanagi', 'MizukoHashimoto', 'Tada-AkiShiraishi', 'HiroyukiTomino', 'ShunOgiwara', 'AkinoriShichijo', 'MasakazuEgashira', 'TomokoMizukami', 'TomokoEgashira']",10.1016/j.braindev.2025.104452,hormones,cortisol neurodevelopmental,pubmed
Total hydrocortisone dosage in extremely low birth weight infants and neurodevelopment up to school age.,"An association between total hydrocortisone (HC) dosage in infants with extremely low birth weight (ELBW) and subsequent neurodevelopmental outcomes up to school age remains unclear.
We conducted a retrospective longitudinal cohort study across eight centers in Japan, including ELBW infants born between 2015 and 2017. We investigated the association between total HC dosage administered up to 36 weeks postmenstrual age and neurodevelopmental outcomes to school age.
Linear mixed model analysis showed a significant association between higher HC dosage and lower developmental and intelligence quotient (DQ/IQ) scores. This trend persisted at 6 years of age, suggesting a sustained effect of HC on cognitive outcomes. For every 10 mg increase in HC dosage, IQ scores decreased by 2.82 points (95% CI: -3.89 to -1.06, p = 0.001). The interaction term between HC dosage and time was not statistically significant (0.10, 95% CI: -0.18 to 0.37, p = 0.481), suggesting the association of HC dosage on DQ/IQ did not vary substantially throughout the study period.
We found a relationship between total neonatal HC dosage in ELBW infants and DQ/IQ scores over time that persisted at school age. Clinicians should be aware of this potential dose-dependent effect on neurodevelopmental outcomes.
As neonatal dexamethasone administration is known to affect neurodevelopment outcomes, hydrocortisone (HC) is considered an alternative to dexamethasone as a glucocorticoid treatment. In infants with extremely low birth weight (ELBW), a relationship has been noted between total HC dosage and neurodevelopment in early childhood. We confirmed the association between total HC dosage in infants with ELBW and poor developmental and intelligence quotients to school age. Although HC is commonly used in the management of ELBW infants, clinicians should be aware of its potential dose-dependent effects on neurodevelopmental outcomes.",Pediatric research,2025-09-24,"['AkinobuTaniguchi', 'BasileChrétien', 'TakashiMaeda', 'KazutoUeda', 'RyosukeMiura', 'RyuichiTanaka', 'ToshihikoSuzuki', 'YukakoMuramatsu', 'ErinaKataoka', 'EikoKato', 'HikaruYamamoto', 'KojiTakemoto', 'MiharuIto', 'SeijiHayashi', 'YuichiroSugiyama', 'KazukiNishida', 'YoshiakiSato']",10.1038/s41390-025-04426-x,hormones,cortisol neurodevelopmental,pubmed
